key,vsm_actual_x,SaldoInsolutoActual_x,PagosVencidosMeses_x,vsm_actual_y,SaldoInsolutoActual_y,PagosVencidosMeses_y,estado
0,2686.144,204.43,0,2686.144,203.19,0,Jalisco
1,2686.144,42.63,0,2686.144,42.78,0,Jalisco
2,2686.144,189.87,0,2686.144,190.63,0,Jalisco
3,2686.144,51.81,0,2686.144,52.0,0,Jalisco
4,2686.144,197.55,0,2686.144,194.85,0,Jalisco
5,2686.144,326.04,0,2686.144,328.79,0,Jalisco
6,2686.144,174.66,0,2686.144,175.42,0,Jalisco
7,2686.144,257.7,0,2686.144,258.76,0,Jalisco
8,2686.144,408.41,0,2686.144,405.85,0,Jalisco
9,2686.144,115.02,1,2686.144,114.24,0,Jalisco
10,2686.144,68.46,0,2686.144,69.51,0,Jalisco
11,2686.144,196.48,0,2686.144,200.86,0,Jalisco
12,2686.144,476.13,0,2686.144,478.11,0,Jalisco
13,2686.144,166.58,2,2686.144,166.01,1,Jalisco
14,2686.144,78.72,0,2686.144,79.0,0,Jalisco
15,2686.144,162.32,0,2686.144,162.99,0,Jalisco
16,2686.144,47.66,0,2686.144,47.84,0,Jalisco
17,2686.144,102.08,1,2686.144,102.93,0,Jalisco
18,2686.144,51.95,0,2686.144,52.76,0,Jalisco
19,2686.144,607.42,0,2686.144,616.52,0,Jalisco
20,2686.144,71.87,0,2686.144,72.12,0,Jalisco
21,2686.144,169.47,0,2686.144,170.17,0,Jalisco
22,2686.144,227.14,2,2686.144,230.35,2,Jalisco
23,2686.144,93.67,0,2686.144,94.05,0,Jalisco
24,2686.144,77.09,1,2686.144,77.36,0,Jalisco
25,2686.144,68.99,0,2686.144,69.24,0,Jalisco
26,2686.144,201.9,0,2686.144,204.93,0,Jalisco
27,2686.144,73.58,0,2686.144,75.12,0,Jalisco
28,2686.144,91.8,0,2686.144,94.02,0,Jalisco
29,2686.144,77.99,0,2686.144,78.24,0,Jalisco
30,2686.144,129.51,1,2686.144,128.72,0,Jalisco
31,2686.144,283.81,0,2686.144,284.98,0,Jalisco
32,2686.144,28.13,0,2686.144,28.56,0,Jalisco
33,2686.144,147.64,0,2686.144,146.63,0,Jalisco
34,2686.144,135.81,0,2686.144,136.83,0,Jalisco
35,2686.144,178.69,0,2686.144,179.46,0,Jalisco
36,2686.144,36.64,2,2686.144,36.35,1,Jalisco
37,2686.144,154.69,0,2686.144,155.66,0,Jalisco
38,2686.144,146.51,0,2686.144,146.97,0,Jalisco
39,2686.144,77.53,0,2686.144,78.16,0,Jalisco
40,2686.144,142.8,0,2686.144,143.36,0,Jalisco
41,2686.144,21.03,0,2686.144,45.38,0,Jalisco
42,2686.144,123.79,0,2686.144,125.65,0,Jalisco
43,2686.144,45.87,0,2686.144,47.73,0,Jalisco
44,2686.144,28.13,0,2686.144,28.23,0,Quintana Roo
45,2686.144,93.01,0,2686.144,94.21,1,Jalisco
46,2686.144,96.25,0,2686.144,96.67,0,Jalisco
47,2686.144,85.35,1,2686.144,86.79,1,Jalisco
48,2686.144,135.08,0,2686.144,135.62,0,Jalisco
49,2686.144,107.94,0,2686.144,108.83,0,Jalisco
50,2686.144,62.53,1,2686.144,62.77,0,Jalisco
51,2686.144,130.12,0,2686.144,130.64,0,Jalisco
52,2686.144,238.06,0,2686.144,238.96,0,Jalisco
53,2686.144,162.31,0,2686.144,162.92,0,Jalisco
54,2686.144,134.15,0,2686.144,134.73,0,Jalisco
55,2686.144,103.66,0,2686.144,104.08,0,Jalisco
56,2686.144,198.04,0,2686.144,199.02,0,Jalisco
57,2686.144,45.81,0,2686.144,46.61,0,Jalisco
58,2686.144,351.7,1,2686.144,353.27,0,Jalisco
59,2686.144,223.86,1,2686.144,225.01,0,Jalisco
60,2686.144,42.58,0,2686.144,42.73,0,Jalisco
61,2686.144,210.43,1,2686.144,211.35,0,Jalisco
62,2686.144,163.49,0,2686.144,171.68,0,Jalisco
63,2686.144,763.78,4,2686.144,753.4,3,Jalisco
64,2686.144,241.58,0,2686.144,242.51,0,Jalisco
65,2686.144,189.31,2,2686.144,189.27,1,Jalisco
66,2686.144,110.78,0,2686.144,113.15,0,Jalisco
67,2686.144,76.28,0,2686.144,76.52,0,Jalisco
68,2686.144,111.41,0,2686.144,113.08,0,Jalisco
69,2686.144,130.74,0,2686.144,131.27,0,Jalisco
70,2686.144,199.51,0,2686.144,200.31,0,Jalisco
71,2686.144,122.79,0,2686.144,123.31,0,Jalisco
72,2686.144,96.15,0,2686.144,96.96,0,Jalisco
73,2686.144,75.55,0,2686.144,75.79,0,Jalisco
74,2686.144,182.18,0,2686.144,182.9,0,Jalisco
75,2686.144,212.34,0,2686.144,213.17,0,Jalisco
76,2686.144,109.56,0,2686.144,110.42,0,Jalisco
77,2686.144,91.08,0,2686.144,92.44,1,Jalisco
78,2686.144,47.56,0,2686.144,48.73,0,San Luis Potosi
79,2686.144,101.94,0,2686.144,101.36,0,San Luis Potosi
80,2686.144,40.29,0,2686.144,42.65,0,San Luis Potosi
81,2686.144,148.26,0,2686.144,149.0,0,San Luis Potosi
82,2686.144,230.85,0,2686.144,231.96,0,San Luis Potosi
83,2686.144,40.81,0,2686.144,45.95,0,San Luis Potosi
84,2686.144,165.0,1,2686.144,164.06,1,San Luis Potosi
85,2686.144,181.2,0,2686.144,189.04,1,San Luis Potosi
86,2686.144,229.54,0,2686.144,228.35,0,San Luis Potosi
87,2686.144,76.19,0,2686.144,76.58,0,San Luis Potosi
88,2686.144,136.51,0,2686.144,137.84,0,San Luis Potosi
89,2686.144,215.22,0,2686.144,217.26,0,San Luis Potosi
90,2686.144,141.53,0,2686.144,142.19,0,San Luis Potosi
91,2686.144,146.13,0,2686.144,146.87,0,San Luis Potosi
92,2686.144,170.6,0,2686.144,171.41,0,San Luis Potosi
93,2686.144,114.07,0,2686.144,114.57,0,San Luis Potosi
94,2686.144,185.03,0,2686.144,184.21,0,San Luis Potosi
95,2686.144,154.0,1,2686.144,151.41,0,San Luis Potosi
96,2686.144,127.09,0,2686.144,128.31,0,San Luis Potosi
97,2686.144,127.56,0,2686.144,129.57,0,San Luis Potosi
98,2686.144,121.04,0,2686.144,121.64,0,San Luis Potosi
99,2686.144,252.39,0,2686.144,250.81,0,San Luis Potosi
100,2686.144,195.21,0,2686.144,196.1,0,San Luis Potosi
101,2686.144,152.76,1,2686.144,154.65,0,Jalisco
102,2686.144,113.03,0,2686.144,115.8,0,San Luis Potosi
103,2686.144,240.42,0,2686.144,241.52,0,San Luis Potosi
104,2686.144,121.61,0,2686.144,125.47,0,San Luis Potosi
105,2686.144,134.56,0,2686.144,135.16,0,San Luis Potosi
106,2686.144,176.54,0,2686.144,177.37,0,San Luis Potosi
107,2686.144,118.13,0,2686.144,121.19,0,San Luis Potosi
108,2686.144,126.05,0,2686.144,125.27,0,San Luis Potosi
109,2686.144,140.55,0,2686.144,141.21,0,San Luis Potosi
110,2686.144,59.25,0,2686.144,60.79,0,San Luis Potosi
111,2686.144,144.3,0,2686.144,146.84,0,San Luis Potosi
112,2686.144,150.36,0,2686.144,151.06,0,San Luis Potosi
113,2686.144,157.85,0,2686.144,158.59,0,San Luis Potosi
114,2686.144,217.42,0,2686.144,216.06,0,San Luis Potosi
115,2686.144,37.34,0,2686.144,38.65,0,San Luis Potosi
116,2686.144,173.51,1,2686.144,174.26,1,San Luis Potosi
117,2686.144,100.26,0,2686.144,100.74,0,San Luis Potosi
118,2686.144,119.3,0,2686.144,121.67,0,San Luis Potosi
119,2686.144,236.64,1,2686.144,240.76,1,San Luis Potosi
120,2686.144,373.26,1,2686.144,374.66,1,San Luis Potosi
121,2686.144,248.0,2,2686.144,244.2,1,San Luis Potosi
122,2686.144,205.2,0,2686.144,206.16,0,San Luis Potosi
123,2686.144,119.84,0,2686.144,121.26,0,San Luis Potosi
124,2686.144,206.56,0,2686.144,207.56,0,San Luis Potosi
125,2686.144,90.75,1,2686.144,89.22,0,San Luis Potosi
126,2686.144,132.84,0,2686.144,133.46,0,San Luis Potosi
127,2686.144,158.53,0,2686.144,159.35,0,San Luis Potosi
128,2686.144,217.7,0,2686.144,214.28,0,San Luis Potosi
129,2686.144,99.2,0,2686.144,100.16,0,San Luis Potosi
130,2686.144,209.13,0,2686.144,210.04,0,San Luis Potosi
131,2686.144,118.24,0,2686.144,120.07,0,San Luis Potosi
132,2686.144,73.69,0,2686.144,75.6,0,San Luis Potosi
133,2686.144,77.22,0,2686.144,79.88,0,San Luis Potosi
134,2686.144,125.18,0,2686.144,126.17,0,San Luis Potosi
135,2686.144,85.91,0,2686.144,86.31,0,San Luis Potosi
136,2686.144,92.74,0,2686.144,95.2,0,San Luis Potosi
137,2686.144,222.03,1,2686.144,225.3,0,San Luis Potosi
138,2686.144,217.74,0,2686.144,214.32,0,Jalisco
139,2686.144,109.18,0,2686.144,111.38,0,San Luis Potosi
140,2686.144,236.04,0,2686.144,234.7,0,San Luis Potosi
141,2686.144,315.9,0,2686.144,317.79,0,San Luis Potosi
142,2686.144,77.19,0,2686.144,77.5,0,San Luis Potosi
143,2686.144,156.57,0,2686.144,157.29,0,San Luis Potosi
144,2686.144,150.21,0,2686.144,152.51,0,San Luis Potosi
145,2686.144,101.7,0,2686.144,102.66,0,San Luis Potosi
146,2686.144,187.88,0,2686.144,190.81,0,Jalisco
147,2686.144,103.6,0,2686.144,104.51,0,San Luis Potosi
148,2686.144,153.37,0,2686.144,154.21,0,San Luis Potosi
149,2686.144,126.7,0,2686.144,129.32,0,San Luis Potosi
150,2686.144,93.74,0,2686.144,94.83,0,San Luis Potosi
151,2686.144,98.83,0,2686.144,100.78,0,San Luis Potosi
152,2686.144,81.91,1,2686.144,82.7,0,San Luis Potosi
153,2686.144,201.68,0,2686.144,202.63,0,San Luis Potosi
154,2686.144,179.13,0,2686.144,180.48,0,San Luis Potosi
155,2686.144,90.85,0,2686.144,91.26,0,San Luis Potosi
156,2686.144,162.82,0,2686.144,165.1,0,San Luis Potosi
157,2686.144,115.52,0,2686.144,116.02,0,San Luis Potosi
158,2686.144,100.12,0,2686.144,99.74,0,San Luis Potosi
159,2686.144,35.69,0,2686.144,38.08,0,San Luis Potosi
160,2686.144,115.77,0,2686.144,116.27,0,San Luis Potosi
161,2686.144,132.44,0,2686.144,131.64,0,San Luis Potosi
162,2686.144,223.4,0,2686.144,225.09,0,San Luis Potosi
163,2686.144,668.74,0,2686.144,677.49,0,San Luis Potosi
164,2686.144,220.7,0,2686.144,221.73,0,San Luis Potosi
165,2686.144,98.19,0,2686.144,100.71,0,San Luis Potosi
166,2686.144,85.3,0,2686.144,86.6,0,San Luis Potosi
167,2686.144,179.72,0,2686.144,181.39,0,San Luis Potosi
168,2686.144,71.6,0,2686.144,73.24,0,San Luis Potosi
169,2686.144,123.9,0,2686.144,124.46,0,San Luis Potosi
170,2686.144,243.95,0,2686.144,244.94,0,San Luis Potosi
171,2686.144,135.74,0,2686.144,136.33,0,Guanajuato
172,2686.144,161.11,1,2686.144,163.83,1,San Luis Potosi
173,2686.144,204.03,1,2686.144,206.54,0,San Luis Potosi
174,2686.144,121.42,0,2686.144,121.89,0,San Luis Potosi
175,2686.144,132.84,1,2686.144,131.98,0,San Luis Potosi
176,2686.144,88.99,0,2686.144,88.55,0,San Luis Potosi
177,2686.144,119.93,0,2686.144,120.51,0,San Luis Potosi
178,2686.144,207.2,0,2686.144,208.15,0,San Luis Potosi
179,2686.144,104.46,0,2686.144,104.67,0,San Luis Potosi
180,2686.144,0.0,0,2686.144,167.99,0,San Luis Potosi
181,2686.144,131.24,0,2686.144,131.79,0,San Luis Potosi
182,2686.144,167.56,0,2686.144,168.28,0,San Luis Potosi
183,2686.144,138.84,0,2686.144,140.31,0,San Luis Potosi
184,2686.144,176.15,0,2686.144,174.0,0,San Luis Potosi
185,2686.144,180.77,0,2686.144,181.56,0,San Luis Potosi
186,2686.144,109.46,0,2686.144,108.73,0,San Luis Potosi
187,2686.144,193.62,0,2686.144,194.51,0,San Luis Potosi
188,2686.144,113.42,0,2686.144,113.87,0,San Luis Potosi
189,2686.144,194.88,0,2686.144,196.35,0,San Luis Potosi
190,2686.144,114.76,0,2686.144,116.71,0,San Luis Potosi
191,2686.144,297.39,0,2686.144,298.67,0,San Luis Potosi
192,2686.144,146.34,2,2686.144,145.36,1,San Luis Potosi
193,2686.144,163.73,0,2686.144,167.49,0,San Luis Potosi
194,2686.144,175.9,0,2686.144,175.25,0,San Luis Potosi
195,2686.144,226.01,0,2686.144,227.03,0,San Luis Potosi
196,2686.144,65.89,0,2686.144,67.62,0,Jalisco
197,2686.144,206.23,0,2686.144,207.65,0,San Luis Potosi
198,2686.144,142.62,0,2686.144,143.23,0,San Luis Potosi
199,2686.144,234.16,1,2686.144,231.77,0,San Luis Potosi
200,2686.144,54.53,0,2686.144,54.71,0,San Luis Potosi
201,2686.144,52.52,1,2686.144,53.34,0,Jalisco
202,2686.144,213.17,0,2686.144,214.14,0,San Luis Potosi
203,2686.144,177.79,1,2686.144,176.28,0,San Luis Potosi
204,2686.144,186.66,0,2686.144,187.5,0,San Luis Potosi
205,2686.144,167.2,1,2686.144,171.02,1,San Luis Potosi
206,2686.144,74.47,0,2686.144,76.17,0,San Luis Potosi
207,2686.144,160.06,0,2686.144,160.67,0,San Luis Potosi
208,2686.144,218.95,0,2686.144,219.87,0,San Luis Potosi
209,2686.144,85.4,0,2686.144,85.02,0,San Luis Potosi
210,2686.144,169.23,0,2686.144,169.97,0,San Luis Potosi
211,2686.144,123.16,0,2686.144,127.18,1,San Luis Potosi
212,2686.144,208.31,0,2686.144,209.26,0,San Luis Potosi
213,2686.144,131.23,0,2686.144,131.79,0,San Luis Potosi
214,2686.144,240.32,2,2686.144,246.4,1,Jalisco
215,2686.144,223.29,0,2686.144,226.72,0,San Luis Potosi
216,2686.144,180.71,0,2686.144,182.92,0,San Luis Potosi
217,2686.144,145.69,1,2686.144,145.16,1,San Luis Potosi
218,2686.144,55.29,1,2686.144,55.59,0,San Luis Potosi
219,2686.144,222.84,0,2686.144,225.95,0,San Luis Potosi
220,2686.144,55.95,0,2686.144,59.84,0,San Luis Potosi
221,2686.144,173.12,0,2686.144,175.76,0,San Luis Potosi
222,2686.144,212.33,0,2686.144,213.28,0,San Luis Potosi
223,2686.144,33.7,0,2686.144,33.99,0,San Luis Potosi
224,2686.144,88.55,0,2686.144,90.53,0,San Luis Potosi
225,2686.144,175.64,0,2686.144,176.39,0,San Luis Potosi
226,2686.144,361.54,1,2686.144,359.2,0,Jalisco
227,2686.144,125.94,0,2686.144,126.47,0,San Luis Potosi
228,2686.144,124.23,0,2686.144,124.77,0,San Luis Potosi
229,2686.144,197.09,0,2686.144,197.92,0,San Luis Potosi
230,2686.144,16.13,0,2686.144,16.65,0,San Luis Potosi
231,2686.144,162.03,0,2686.144,162.69,0,San Luis Potosi
232,2686.144,141.2,0,2686.144,145.75,0,San Luis Potosi
233,2686.144,129.27,0,2686.144,130.38,0,San Luis Potosi
234,2686.144,185.1,0,2686.144,185.85,0,San Luis Potosi
235,2686.144,205.49,0,2686.144,209.82,0,San Luis Potosi
236,2686.144,75.89,0,2686.144,76.18,0,San Luis Potosi
237,2686.144,114.82,0,2686.144,115.52,0,San Luis Potosi
238,2686.144,131.59,0,2686.144,130.69,0,San Luis Potosi
239,2686.144,79.98,0,2686.144,79.59,0,San Luis Potosi
240,2686.144,217.55,0,2686.144,219.54,0,San Luis Potosi
241,2686.144,129.9,0,2686.144,130.42,0,San Luis Potosi
242,2686.144,232.19,1,2686.144,233.13,0,Jalisco
243,2686.144,215.12,0,2686.144,216.06,0,San Luis Potosi
244,2686.144,92.89,0,2686.144,92.31,0,San Luis Potosi
245,2686.144,131.33,1,2686.144,131.85,0,Guanajuato
246,2686.144,159.07,0,2686.144,159.73,0,San Luis Potosi
247,2686.144,173.97,0,2686.144,174.68,0,San Luis Potosi
248,2686.144,153.46,0,2686.144,154.73,0,San Luis Potosi
249,2686.144,164.47,0,2686.144,165.18,0,San Luis Potosi
250,2686.144,27.98,0,2686.144,27.78,0,San Luis Potosi
251,2686.144,110.8,0,2686.144,112.13,0,San Luis Potosi
252,2686.144,143.44,0,2686.144,142.54,0,San Luis Potosi
253,2686.144,108.19,0,2686.144,107.69,0,San Luis Potosi
254,2686.144,205.98,0,2686.144,206.8,0,San Luis Potosi
255,2686.144,468.33,0,2686.144,469.98,0,San Luis Potosi
256,2686.144,143.47,1,2686.144,143.99,0,San Luis Potosi
257,2686.144,101.27,0,2686.144,101.7,0,San Luis Potosi
258,2686.144,220.17,0,2686.144,221.12,0,San Luis Potosi
259,2686.144,156.84,1,2686.144,157.4,0,San Luis Potosi
260,2686.144,84.66,0,2686.144,85.0,0,San Luis Potosi
261,2686.144,93.74,0,2686.144,94.15,0,San Luis Potosi
262,2686.144,84.71,0,2686.144,85.05,0,San Luis Potosi
263,2686.144,148.8,0,2686.144,149.45,0,San Luis Potosi
264,2686.144,109.5,0,2686.144,110.01,0,San Luis Potosi
265,2686.144,105.27,0,2686.144,105.7,0,San Luis Potosi
266,2686.144,179.72,2,2686.144,178.58,1,San Luis Potosi
267,2686.144,164.25,0,2686.144,164.92,0,San Luis Potosi
268,2686.144,156.26,0,2686.144,159.62,0,San Luis Potosi
269,2686.144,254.83,0,2686.144,255.83,0,San Luis Potosi
270,2686.144,150.65,0,2686.144,151.25,0,San Luis Potosi
271,2686.144,132.62,0,2686.144,133.17,0,San Luis Potosi
272,2686.144,31.32,0,2686.144,31.44,0,San Luis Potosi
273,2686.144,90.45,0,2686.144,90.84,0,San Luis Potosi
274,2686.144,204.34,0,2686.144,205.32,0,San Luis Potosi
275,2686.144,303.77,0,2686.144,307.76,0,San Luis Potosi
276,2686.144,123.83,0,2686.144,123.0,0,San Luis Potosi
277,2686.144,139.32,0,2686.144,139.98,1,San Luis Potosi
278,2686.144,19.15,0,2686.144,20.91,0,San Luis Potosi
279,2686.144,287.26,0,2686.144,288.95,0,San Luis Potosi
280,2686.144,179.56,0,2686.144,179.53,0,Estado de Mexico
281,2686.144,162.62,0,2686.144,161.66,0,Estado de Mexico
282,2686.144,142.35,0,2686.144,143.6,0,Estado de Mexico
283,2686.144,175.39,0,2686.144,178.15,0,Estado de Mexico
284,2686.144,110.85,0,2686.144,112.0,0,Estado de Mexico
285,2686.144,113.62,1,2686.144,114.15,0,Estado de Mexico
286,2686.144,129.96,0,2686.144,130.57,0,Estado de Mexico
287,2686.144,183.87,0,2686.144,185.55,0,Distrito Federal
288,2686.144,175.23,0,2686.144,176.13,0,Estado de Mexico
289,2686.144,156.37,2,2686.144,155.47,1,Estado de Mexico
290,2686.144,136.35,0,2686.144,137.0,0,Estado de Mexico
291,2686.144,172.86,0,2686.144,173.7,0,Estado de Mexico
292,2686.144,98.75,0,2686.144,100.99,0,Estado de Mexico
293,2686.144,203.46,0,2686.144,204.3,0,Estado de Mexico
294,2686.144,150.83,0,2686.144,151.53,0,Estado de Mexico
295,2686.144,160.64,0,2686.144,161.86,0,Estado de Mexico
296,2686.144,27.62,0,2686.144,27.9,0,Estado de Mexico
297,2686.144,58.39,0,2686.144,59.81,0,Estado de Mexico
298,2686.144,189.68,0,2686.144,190.62,0,Estado de Mexico
299,2686.144,166.43,0,2686.144,165.48,0,Jalisco
300,2686.144,152.3,0,2686.144,154.4,0,Estado de Mexico
301,2686.144,165.35,1,2686.144,167.9,0,Estado de Mexico
302,2686.144,157.49,0,2686.144,156.55,0,Estado de Mexico
303,2686.144,245.06,0,2686.144,246.08,0,Distrito Federal
304,2686.144,83.92,0,2686.144,84.31,0,Distrito Federal
305,2686.144,136.21,0,2686.144,136.78,0,Distrito Federal
306,2686.144,100.0,0,2686.144,101.53,0,Estado de Mexico
307,2686.144,166.48,1,2686.144,166.29,0,Estado de Mexico
308,2686.144,198.49,0,2686.144,199.39,0,Estado de Mexico
309,2686.144,138.64,0,2686.144,139.27,0,Estado de Mexico
310,2686.144,139.76,4,2686.144,137.56,3,Distrito Federal
311,2686.144,232.48,0,2686.144,231.07,0,Distrito Federal
312,2686.144,86.47,0,2686.144,86.16,0,Estado de Mexico
313,2686.144,138.94,0,2686.144,139.57,0,Estado de Mexico
314,2686.144,110.79,0,2686.144,111.29,0,Estado de Mexico
315,2686.144,119.44,0,2686.144,119.97,0,Estado de Mexico
316,2686.144,138.82,0,2686.144,140.03,0,Estado de Mexico
317,2686.144,118.8,1,2686.144,119.34,1,Estado de Mexico
318,2686.144,3.6,0,2686.144,4.76,0,Distrito Federal
319,2686.144,59.12,1,2686.144,60.76,1,Estado de Mexico
320,2686.144,108.08,0,2686.144,109.71,0,Estado de Mexico
321,2686.144,173.29,0,2686.144,174.15,0,Distrito Federal
322,2686.144,106.7,0,2686.144,107.74,0,Estado de Mexico
323,2686.144,163.4,0,2686.144,165.87,0,Estado de Mexico
324,2686.144,304.83,0,2686.144,306.15,0,Estado de Mexico
325,2686.144,144.72,0,2686.144,145.37,0,Estado de Mexico
326,2686.144,107.17,0,2686.144,107.51,0,Estado de Mexico
327,2686.144,109.94,0,2686.144,110.85,0,Estado de Mexico
328,2686.144,146.77,0,2686.144,147.37,0,Estado de Mexico
329,2686.144,158.12,0,2686.144,158.79,0,Distrito Federal
330,2686.144,49.08,0,2686.144,49.29,0,Distrito Federal
331,2686.144,145.39,0,2686.144,146.04,0,Estado de Mexico
332,2686.144,167.61,0,2686.144,166.48,0,Distrito Federal
333,2686.144,181.97,0,2686.144,179.29,0,Estado de Mexico
334,2686.144,121.86,0,2686.144,122.4,0,Distrito Federal
335,2686.144,96.71,0,2686.144,97.13,0,Estado de Mexico
336,2686.144,89.31,0,2686.144,91.25,0,Estado de Mexico
337,2686.144,17.0,0,2686.144,22.51,0,Distrito Federal
338,2686.144,70.26,0,2686.144,70.76,0,Estado de Mexico
339,2686.144,223.98,0,2686.144,224.98,0,Distrito Federal
340,2686.144,42.83,0,2686.144,43.78,0,Distrito Federal
341,2686.144,120.5,0,2686.144,121.03,0,Estado de Mexico
342,2686.144,471.88,0,2686.144,476.52,0,Estado de Mexico
343,2686.144,147.39,0,2686.144,148.01,0,Estado de Mexico
344,2686.144,175.9,1,2686.144,176.65,0,Estado de Mexico
345,2686.144,144.11,0,2686.144,143.51,0,Estado de Mexico
346,2686.144,66.87,0,2686.144,68.46,0,Distrito Federal
347,2686.144,132.62,0,2686.144,133.18,0,Estado de Mexico
348,2686.144,39.12,0,2686.144,39.46,0,Estado de Mexico
349,2686.144,78.05,0,2686.144,79.24,0,Estado de Mexico
350,2686.144,222.38,0,2686.144,223.31,0,Distrito Federal
351,2686.144,100.3,0,2686.144,101.2,0,Estado de Mexico
352,2686.144,270.14,0,2686.144,271.32,0,Distrito Federal
353,2686.144,162.46,0,2686.144,161.48,0,Distrito Federal
354,2686.144,42.25,0,2686.144,42.4,0,Distrito Federal
355,2686.144,114.99,0,2686.144,116.01,0,Estado de Mexico
356,2686.144,326.53,0,2686.144,329.5,0,Estado de Mexico
357,2686.144,110.29,0,2686.144,110.74,0,Distrito Federal
358,2686.144,46.75,0,2686.144,47.88,0,Estado de Mexico
359,2686.144,183.63,0,2686.144,184.31,0,Estado de Mexico
360,2686.144,238.51,0,2686.144,239.54,0,Estado de Mexico
361,2686.144,296.93,0,2686.144,316.29,0,Estado de Mexico
362,2686.144,544.02,0,2686.144,546.27,0,Jalisco
363,2686.144,187.93,0,2686.144,188.68,0,Estado de Mexico
364,2686.144,119.32,0,2686.144,119.86,0,Estado de Mexico
365,2686.144,112.39,0,2686.144,112.9,0,Estado de Mexico
366,2686.144,34.04,0,2686.144,34.17,0,Estado de Mexico
367,2686.144,126.43,0,2686.144,125.68,0,Distrito Federal
368,2686.144,521.91,0,2686.144,524.46,0,Estado de Mexico
369,2686.144,230.31,0,2686.144,231.32,0,Distrito Federal
370,2686.144,129.77,0,2686.144,130.32,0,Distrito Federal
371,2686.144,101.87,0,2686.144,102.32,0,Estado de Mexico
372,2686.144,167.45,0,2686.144,168.14,0,Distrito Federal
373,2686.144,54.58,0,2686.144,54.74,0,Estado de Mexico
374,2686.144,180.56,0,2686.144,183.0,0,Quintana Roo
375,2686.144,82.46,0,2686.144,82.8,0,Estado de Mexico
376,2686.144,91.15,0,2686.144,91.55,0,Estado de Mexico
377,2686.144,194.1,1,2686.144,194.84,1,Estado de Mexico
378,2686.144,174.12,0,2686.144,174.87,0,Estado de Mexico
379,2686.144,354.63,0,2686.144,356.25,0,Estado de Mexico
380,2686.144,113.71,0,2686.144,114.16,0,Estado de Mexico
381,2686.144,112.05,0,2686.144,112.54,0,Quintana Roo
382,2686.144,97.59,0,2686.144,97.14,0,Estado de Mexico
383,2686.144,145.78,0,2686.144,146.99,0,Estado de Mexico
384,2686.144,175.83,0,2686.144,176.58,0,Estado de Mexico
385,2686.144,201.08,0,2686.144,199.78,0,Distrito Federal
386,2686.144,128.41,0,2686.144,128.94,0,Estado de Mexico
387,2686.144,174.79,0,2686.144,178.8,0,Distrito Federal
388,2686.144,241.4,1,2686.144,239.78,1,Jalisco
389,2686.144,20.91,0,2686.144,21.05,0,Estado de Mexico
390,2686.144,95.76,0,2686.144,96.18,0,Distrito Federal
391,2686.144,135.87,0,2686.144,136.48,0,Distrito Federal
392,2686.144,54.38,0,2686.144,55.58,0,Nuevo Leon
393,2686.144,178.49,0,2686.144,179.29,0,Estado de Mexico
394,2686.144,119.71,0,2686.144,120.23,0,Quintana Roo
395,2686.144,138.43,0,2686.144,139.02,0,Estado de Mexico
396,2686.144,80.58,0,2686.144,80.89,0,Estado de Mexico
397,2686.144,296.82,0,2686.144,298.01,0,Estado de Mexico
398,2686.144,440.02,0,2686.144,449.53,0,Estado de Mexico
399,2686.144,165.34,0,2686.144,165.71,2,Distrito Federal
400,2686.144,95.01,1,2686.144,94.44,0,Estado de Mexico
401,2686.144,209.93,0,2686.144,208.62,0,Estado de Mexico
402,2686.144,194.72,0,2686.144,195.58,0,Distrito Federal
403,2686.144,243.4,0,2686.144,244.41,0,Distrito Federal
404,2686.144,137.74,0,2686.144,138.32,0,Distrito Federal
405,2686.144,87.8,0,2686.144,88.18,0,Estado de Mexico
406,2686.144,257.18,0,2686.144,258.21,0,Estado de Mexico
407,2686.144,70.05,0,2686.144,71.68,0,Estado de Mexico
408,2686.144,132.13,0,2686.144,132.71,0,Estado de Mexico
409,2686.144,383.9,0,2686.144,385.61,0,Estado de Mexico
410,2686.144,213.1,0,2686.144,213.97,0,Distrito Federal
411,2686.144,133.82,1,2686.144,137.24,1,Estado de Mexico
412,2686.144,15.03,0,2686.144,18.13,0,Estado de Mexico
413,2686.144,95.74,0,2686.144,99.8,0,Distrito Federal
414,2686.144,152.42,0,2686.144,153.04,0,Distrito Federal
415,2686.144,149.3,0,2686.144,151.37,0,Quintana Roo
416,2686.144,136.03,0,2686.144,136.57,0,Estado de Mexico
417,2686.144,165.15,0,2686.144,166.64,0,Estado de Mexico
418,2686.144,141.26,0,2686.144,141.88,0,Estado de Mexico
419,2686.144,183.98,0,2686.144,184.78,0,Estado de Mexico
420,2686.144,148.2,0,2686.144,149.34,0,Estado de Mexico
421,2686.144,51.56,0,2686.144,52.79,0,Estado de Mexico
422,2686.144,95.94,0,2686.144,96.34,0,Distrito Federal
423,2686.144,125.38,0,2686.144,128.49,0,Estado de Mexico
424,2686.144,88.01,0,2686.144,92.53,0,Estado de Mexico
425,2686.144,338.27,0,2686.144,343.48,0,Estado de Mexico
426,2686.144,40.22,0,2686.144,40.37,0,Estado de Mexico
427,2686.144,117.5,0,2686.144,118.03,0,Estado de Mexico
428,2686.144,63.19,0,2686.144,63.41,0,Estado de Mexico
429,2686.144,162.92,1,2686.144,166.7,1,Estado de Mexico
430,2686.144,99.19,0,2686.144,100.02,0,Estado de Mexico
