key,vsm_enero,vsm_febrero,PagosVencidos_enero,PagosVencidos_febrero,RemainingDebt_enero,RemainingDebt_febrero,estado
9386,2686.1440000000002,2686.1440000000002,0,0,89.22,88.65,Guerrero
9387,2686.1440000000002,2686.1440000000002,0,0,86.61,86.03,Guerrero
9388,2686.1440000000002,2686.1440000000002,0,0,88.59,87.65,Guerrero
9389,2686.1440000000002,2686.1440000000002,0,0,87.04,83.94,Guerrero
9390,2686.1440000000002,2686.1440000000002,0,0,179.82,180.14,Guerrero
9391,2686.1440000000002,2686.1440000000002,0,0,379.87,377.27,Guerrero
9392,2686.1440000000002,2686.1440000000002,0,0,89.6,88.95,Guerrero
9393,2686.1440000000002,2686.1440000000002,0,0,123.5,121.45,Guerrero
9394,2686.1440000000002,2686.1440000000002,0,0,100.43,100.28,Guerrero
9395,2686.1440000000002,2686.1440000000002,0,0,49.9,46.4,Guerrero
9396,2686.1440000000002,2686.1440000000002,0,0,89.15,89.49,Guerrero
9397,2686.1440000000002,2686.1440000000002,0,0,185.17,183.98,Guerrero
9398,2686.1440000000002,2686.1440000000002,0,0,87.85,86.4,Guerrero
9399,2686.1440000000002,2686.1440000000002,1,1,109.01,106.48,Guerrero
9400,2686.1440000000002,2686.1440000000002,0,0,124.13,124.7,Jalisco
9401,2686.1440000000002,2686.1440000000002,0,0,138.29,137.19,Guerrero
9402,2686.1440000000002,2686.1440000000002,2,2,131.36,130.63,Guerrero
9403,2686.1440000000002,2686.1440000000002,0,0,49.73,47.32,Guerrero
9404,2686.1440000000002,2686.1440000000002,0,0,321.76,319.39,Guerrero
9405,2686.1440000000002,2686.1440000000002,0,0,113.78,114.29,Guerrero
9406,2686.1440000000002,2686.1440000000002,0,0,101.76,101.16,Guerrero
9407,2686.1440000000002,2686.1440000000002,0,0,78.12,76.0,Guerrero
9408,2686.1440000000002,2686.1440000000002,1,0,106.41,104.48,Guerrero
9409,2686.1440000000002,2686.1440000000002,0,0,92.68,92.13,Guerrero
9410,2686.1440000000002,2686.1440000000002,0,0,68.3,66.02,Guerrero
9411,2686.1440000000002,2686.1440000000002,0,0,51.92,49.69,Guerrero
9412,2686.1440000000002,2686.1440000000002,3,0,140.11,136.61,Guerrero
9413,2686.1440000000002,2686.1440000000002,0,0,119.34,118.55,Guerrero
9414,2686.1440000000002,2686.1440000000002,1,0,79.22,74.09,Guerrero
9415,2686.1440000000002,2686.1440000000002,0,0,131.72,130.99,Guerrero
9416,2686.1440000000002,2686.1440000000002,0,0,169.49,170.43,Guerrero
9417,2686.1440000000002,2686.1440000000002,0,0,134.03,133.26,Guerrero
9418,2686.1440000000002,2686.1440000000002,0,0,126.94,127.54,Guerrero
9419,2686.1440000000002,2686.1440000000002,0,0,36.06,32.49,Guerrero
9420,2686.1440000000002,2686.1440000000002,0,0,85.34,82.28,Guerrero
9421,2686.1440000000002,2686.1440000000002,0,0,499.78,497.24,Jalisco
9422,2686.1440000000002,2686.1440000000002,0,0,88.63,85.05,Guerrero
9423,2686.1440000000002,2686.1440000000002,0,0,143.63,142.78,Guerrero
9424,2686.1440000000002,2686.1440000000002,0,0,68.53,65.54,Guerrero
9425,2686.1440000000002,2686.1440000000002,0,0,80.45,79.16,Guerrero
9426,2686.1440000000002,2686.1440000000002,0,0,82.49,81.06,Guerrero
9427,2686.1440000000002,2686.1440000000002,0,0,163.63,160.91,Guerrero
9428,2686.1440000000002,2686.1440000000002,0,0,138.87,138.22,Jalisco
9429,2686.1440000000002,2686.1440000000002,0,0,71.07,69.17,Guerrero
9430,2686.1440000000002,2686.1440000000002,2,3,104.96,104.29,Guerrero
9431,2686.1440000000002,2686.1440000000002,0,0,58.21,55.0,Guerrero
9432,2686.1440000000002,2686.1440000000002,0,0,66.3,65.66,Guerrero
9433,2686.1440000000002,2686.1440000000002,0,0,166.8,165.54,Guerrero
9434,2686.1440000000002,2686.1440000000002,0,0,120.84,120.17,Guerrero
9435,2686.1440000000002,2686.1440000000002,0,0,161.59,158.81,Guerrero
9436,2686.1440000000002,2686.1440000000002,0,0,89.66,89.14,Guerrero
9437,2686.1440000000002,2686.1440000000002,0,0,218.51,219.68,Guerrero
9438,2686.1440000000002,2686.1440000000002,0,1,138.81,139.67,Jalisco
9439,2686.1440000000002,2686.1440000000002,0,0,138.21,137.28,Guerrero
9440,2686.1440000000002,2686.1440000000002,0,0,154.04,153.2,Guerrero
9441,2686.1440000000002,2686.1440000000002,0,0,180.48,179.58,Guerrero
9442,2686.1440000000002,2686.1440000000002,0,0,79.68,77.25,Guerrero
9443,2686.1440000000002,2686.1440000000002,0,0,142.89,142.15,Guerrero
9444,2686.1440000000002,2686.1440000000002,0,0,142.74,142.14,Guerrero
9445,2686.1440000000002,2686.1440000000002,0,0,54.08,49.99,Guerrero
9446,2686.1440000000002,2686.1440000000002,0,0,488.91,486.22,Guerrero
9447,2686.1440000000002,2686.1440000000002,0,0,20.38,13.27,Guerrero
9448,2686.1440000000002,2686.1440000000002,2,3,139.74,135.72,Guerrero
9449,2686.1440000000002,2686.1440000000002,0,0,70.83,67.04,Guerrero
9450,2686.1440000000002,2686.1440000000002,0,0,249.25,249.2,Estado de Mexico
9451,2686.1440000000002,2686.1440000000002,0,0,147.3,139.9,Estado de Mexico
9452,2686.1440000000002,2686.1440000000002,0,0,94.4,89.2,Estado de Mexico
9453,2686.1440000000002,2686.1440000000002,0,0,66.32,63.32,Estado de Mexico
9454,2686.1440000000002,2686.1440000000002,0,0,139.36,138.63,Guerrero
9455,2686.1440000000002,2686.1440000000002,0,0,85.11,84.29,Guerrero
9456,2686.1440000000002,2686.1440000000002,0,0,100.29,91.62,Guerrero
9457,2686.1440000000002,2686.1440000000002,0,0,121.85,120.42,Estado de Mexico
9458,2686.1440000000002,2686.1440000000002,0,0,120.78,120.2,Guerrero
9459,2686.1440000000002,2686.1440000000002,0,0,123.77,123.1,Estado de Mexico
9460,2686.1440000000002,2686.1440000000002,0,0,109.33,108.25,Guerrero
9461,2686.1440000000002,2686.1440000000002,0,0,168.36,167.59,Estado de Mexico
9462,2686.1440000000002,2686.1440000000002,0,0,167.14,166.21,Guanajuato
9463,2686.1440000000002,2686.1440000000002,0,0,130.78,129.85,Guanajuato
9464,2686.1440000000002,2686.1440000000002,0,0,68.07,65.22,Guanajuato
9465,2686.1440000000002,2686.1440000000002,0,0,68.12,65.63,Guanajuato
9466,2686.1440000000002,2686.1440000000002,0,0,123.28,122.56,Guanajuato
9467,2686.1440000000002,2686.1440000000002,0,0,81.27,79.34,Guanajuato
9468,2686.1440000000002,2686.1440000000002,0,0,73.57,72.97,Guanajuato
9469,2686.1440000000002,2686.1440000000002,0,0,31.3,27.27,Guanajuato
9470,2686.1440000000002,2686.1440000000002,0,0,137.97,137.16,Jalisco
9471,2686.1440000000002,2686.1440000000002,0,0,8.56,4.81,Guanajuato
9472,2686.1440000000002,2686.1440000000002,0,0,99.71,99.15,Jalisco
9473,2686.1440000000002,2686.1440000000002,0,1,112.67,113.26,Guanajuato
9474,2686.1440000000002,2686.1440000000002,0,0,123.93,123.2,Guanajuato
9475,2686.1440000000002,2686.1440000000002,0,0,136.36,137.11,Guanajuato
9476,2686.1440000000002,2686.1440000000002,0,0,123.81,122.67,Guanajuato
9477,2686.1440000000002,2686.1440000000002,0,0,58.56,56.76,Guanajuato
9478,2686.1440000000002,2686.1440000000002,0,0,141.67,140.92,Guanajuato
9479,2686.1440000000002,2686.1440000000002,0,0,140.08,139.34,Guanajuato
9480,2686.1440000000002,2686.1440000000002,0,0,78.42,76.17,Guanajuato
9481,2686.1440000000002,2686.1440000000002,0,0,111.17,110.58,Guanajuato
9482,2686.1440000000002,2686.1440000000002,0,0,119.08,117.02,Guanajuato
9483,2686.1440000000002,2686.1440000000002,0,0,137.56,136.79,Guanajuato
9484,2686.1440000000002,2686.1440000000002,0,0,46.03,43.56,Guanajuato
9485,2686.1440000000002,2686.1440000000002,3,1,128.45,125.31,Guanajuato
9486,2686.1440000000002,2686.1440000000002,0,0,55.32,53.75,Guanajuato
9487,2686.1440000000002,2686.1440000000002,3,0,80.75,77.45,Guanajuato
9488,2686.1440000000002,2686.1440000000002,0,0,112.04,111.46,Guanajuato
9489,2686.1440000000002,2686.1440000000002,0,0,114.99,114.49,Guanajuato
9490,2686.1440000000002,2686.1440000000002,2,2,85.34,86.08,Guanajuato
9491,2686.1440000000002,2686.1440000000002,0,0,169.18,168.32,Guanajuato
9492,2686.1440000000002,2686.1440000000002,0,0,169.94,169.1,Guanajuato
9493,2686.1440000000002,2686.1440000000002,0,0,123.69,122.93,Guanajuato
9494,2686.1440000000002,2686.1440000000002,0,0,114.77,114.02,Guanajuato
9495,2686.1440000000002,2686.1440000000002,0,0,94.43,93.81,Guanajuato
9496,2686.1440000000002,2686.1440000000002,0,0,96.79,95.22,Guanajuato
9497,2686.1440000000002,2686.1440000000002,0,0,106.85,106.15,Guanajuato
9498,2686.1440000000002,2686.1440000000002,0,0,87.45,85.72,Guanajuato
9499,2686.1440000000002,2686.1440000000002,0,0,83.41,81.34,Guanajuato
9500,2686.1440000000002,2686.1440000000002,0,0,74.75,75.12,Guanajuato
9501,2686.1440000000002,2686.1440000000002,0,0,99.66,98.97,Guanajuato
9502,2686.1440000000002,2686.1440000000002,0,0,100.01,99.15,Guanajuato
9503,2686.1440000000002,2686.1440000000002,1,1,113.18,111.3,Jalisco
9504,2686.1440000000002,2686.1440000000002,0,0,141.98,139.47,Guanajuato
9505,2686.1440000000002,2686.1440000000002,0,0,118.27,116.18,Guanajuato
9506,2686.1440000000002,2686.1440000000002,0,0,113.79,113.13,Guanajuato
9507,2686.1440000000002,2686.1440000000002,0,0,145.47,144.53,Guanajuato
9508,2686.1440000000002,2686.1440000000002,0,0,126.79,125.97,Guanajuato
9509,2686.1440000000002,2686.1440000000002,0,0,115.97,115.33,Guanajuato
9510,2686.1440000000002,2686.1440000000002,0,0,138.93,141.2,Guanajuato
9511,2686.1440000000002,2686.1440000000002,0,0,135.09,134.35,Guanajuato
9512,2686.1440000000002,2686.1440000000002,0,0,143.36,142.57,Colima
9513,2686.1440000000002,2686.1440000000002,0,0,77.46,74.54,Colima
9514,2686.1440000000002,2686.1440000000002,0,0,139.0,138.13,Colima
9515,2686.1440000000002,2686.1440000000002,0,0,100.67,100.07,Jalisco
9516,2686.1440000000002,2686.1440000000002,0,0,108.81,107.59,Colima
9517,2686.1440000000002,2686.1440000000002,0,0,138.37,136.46,Colima
9518,2686.1440000000002,2686.1440000000002,0,0,133.22,132.45,Colima
9519,2686.1440000000002,2686.1440000000002,0,0,133.12,133.45,Colima
9520,2686.1440000000002,2686.1440000000002,1,1,276.13,275.77,Jalisco
9521,2686.1440000000002,2686.1440000000002,0,0,95.46,94.25,Colima
9522,2686.1440000000002,2686.1440000000002,1,1,67.55,65.05,Colima
9523,2686.1440000000002,2686.1440000000002,0,0,106.04,104.37,Jalisco
9524,2686.1440000000002,2686.1440000000002,0,0,449.58,438.54,Colima
9525,2686.1440000000002,2686.1440000000002,0,0,86.57,85.63,Colima
9526,2686.1440000000002,2686.1440000000002,0,0,114.69,114.21,Colima
9527,2686.1440000000002,2686.1440000000002,0,0,249.61,245.6,Colima
9528,2686.1440000000002,2686.1440000000002,0,0,354.43,352.7,Colima
9529,2686.1440000000002,2686.1440000000002,0,0,153.83,153.01,Colima
9530,2686.1440000000002,2686.1440000000002,0,0,105.9,105.39,Colima
9531,2686.1440000000002,2686.1440000000002,0,0,102.53,102.03,Colima
9532,2686.1440000000002,2686.1440000000002,0,0,160.39,159.62,Colima
9533,2686.1440000000002,2686.1440000000002,0,0,102.41,101.93,Colima
9534,2686.1440000000002,2686.1440000000002,0,0,156.04,155.3,Colima
9535,2686.1440000000002,2686.1440000000002,0,1,34.37,30.0,Colima
9536,2686.1440000000002,2686.1440000000002,0,0,104.18,100.76,Colima
9537,2686.1440000000002,2686.1440000000002,0,0,293.12,291.8,Colima
9538,2686.1440000000002,2686.1440000000002,0,0,125.88,125.38,Colima
9539,2686.1440000000002,2686.1440000000002,0,0,161.85,159.45,Quintana Roo
9540,2686.1440000000002,2686.1440000000002,0,0,406.91,404.12,Quintana Roo
9541,2686.1440000000002,2686.1440000000002,0,0,250.5,248.96,Quintana Roo
9542,2686.1440000000002,2686.1440000000002,0,0,192.73,191.09,Quintana Roo
9543,2686.1440000000002,2686.1440000000002,0,0,132.36,131.51,Quintana Roo
9544,2686.1440000000002,2686.1440000000002,0,0,203.57,202.37,Quintana Roo
9545,2686.1440000000002,2686.1440000000002,0,0,202.97,201.48,Quintana Roo
9546,2686.1440000000002,2686.1440000000002,0,0,193.52,192.01,Quintana Roo
9547,2686.1440000000002,2686.1440000000002,0,0,205.64,204.34,Quintana Roo
9548,2686.1440000000002,2686.1440000000002,1,1,220.29,218.97,Quintana Roo
9549,2686.1440000000002,2686.1440000000002,0,0,206.22,204.89,Quintana Roo
9550,2686.1440000000002,2686.1440000000002,1,1,225.87,222.02,Quintana Roo
9551,2686.1440000000002,2686.1440000000002,0,0,212.19,209.16,Quintana Roo
9552,2686.1440000000002,2686.1440000000002,1,1,154.56,152.37,Jalisco
9553,2686.1440000000002,2686.1440000000002,0,0,115.39,114.49,Quintana Roo
9554,2686.1440000000002,2686.1440000000002,0,0,103.03,101.97,Quintana Roo
9555,2686.1440000000002,2686.1440000000002,0,0,135.8,132.97,Quintana Roo
9556,2686.1440000000002,2686.1440000000002,0,0,126.19,124.71,Quintana Roo
9557,2686.1440000000002,2686.1440000000002,0,0,156.92,156.0,Quintana Roo
9558,2686.1440000000002,2686.1440000000002,0,0,140.43,139.75,Quintana Roo
9559,2686.1440000000002,2686.1440000000002,0,0,162.47,159.53,Quintana Roo
9560,2686.1440000000002,2686.1440000000002,0,0,257.43,258.62,Jalisco
9561,2686.1440000000002,2686.1440000000002,0,0,206.84,205.51,Quintana Roo
9562,2686.1440000000002,2686.1440000000002,0,0,170.71,167.62,Quintana Roo
9563,2686.1440000000002,2686.1440000000002,0,0,163.23,161.58,Quintana Roo
9564,2686.1440000000002,2686.1440000000002,1,1,254.35,250.06,Quintana Roo
9565,2686.1440000000002,2686.1440000000002,1,2,256.02,254.95,Quintana Roo
9566,2686.1440000000002,2686.1440000000002,0,0,53.7,49.9,Quintana Roo
9567,2686.1440000000002,2686.1440000000002,0,0,236.35,233.09,Quintana Roo
9568,2686.1440000000002,2686.1440000000002,0,0,116.21,115.55,Quintana Roo
9569,2686.1440000000002,2686.1440000000002,0,0,194.94,193.75,Quintana Roo
9570,2686.1440000000002,2686.1440000000002,0,0,69.53,0.0,Quintana Roo
9571,2686.1440000000002,2686.1440000000002,0,0,66.53,62.83,Quintana Roo
9572,2686.1440000000002,2686.1440000000002,0,0,99.18,97.77,Quintana Roo
9573,2686.1440000000002,2686.1440000000002,0,0,171.37,168.29,Quintana Roo
9574,2686.1440000000002,2686.1440000000002,0,0,141.87,138.09,Quintana Roo
9575,2686.1440000000002,2686.1440000000002,0,0,135.14,124.92,Quintana Roo
9576,2686.1440000000002,2686.1440000000002,0,0,134.99,133.09,Quintana Roo
9577,2686.1440000000002,2686.1440000000002,1,1,147.35,144.05,Quintana Roo
9578,2686.1440000000002,2686.1440000000002,0,0,100.38,98.25,Quintana Roo
9579,2686.1440000000002,2686.1440000000002,0,0,168.49,169.27,Quintana Roo
9580,2686.1440000000002,2686.1440000000002,0,0,179.54,178.28,Quintana Roo
9581,2686.1440000000002,2686.1440000000002,0,0,162.23,145.91,Quintana Roo
9582,2686.1440000000002,2686.1440000000002,0,0,148.9,147.0,Quintana Roo
9583,2686.1440000000002,2686.1440000000002,0,0,121.01,120.22,Quintana Roo
9584,2686.1440000000002,2686.1440000000002,0,0,142.87,141.86,Quintana Roo
9585,2686.1440000000002,2686.1440000000002,0,0,83.18,77.54,Quintana Roo
9586,2686.1440000000002,2686.1440000000002,0,0,107.63,103.79,Quintana Roo
9587,2686.1440000000002,2686.1440000000002,0,0,230.41,226.3,Jalisco
9588,2686.1440000000002,2686.1440000000002,0,0,130.02,127.8,Quintana Roo
9589,2686.1440000000002,2686.1440000000002,1,1,156.4,154.51,Quintana Roo
9590,2686.1440000000002,2686.1440000000002,1,1,181.9,178.86,Quintana Roo
9591,2686.1440000000002,2686.1440000000002,0,0,109.02,106.63,Quintana Roo
9592,2686.1440000000002,2686.1440000000002,1,0,156.78,152.78,Quintana Roo
9593,2686.1440000000002,2686.1440000000002,0,0,149.11,145.14,Quintana Roo
9594,2686.1440000000002,2686.1440000000002,0,0,67.5,66.56,Jalisco
9595,2686.1440000000002,2686.1440000000002,0,0,236.03,234.54,Quintana Roo
9596,2686.1440000000002,2686.1440000000002,0,0,130.58,128.48,Quintana Roo
9597,2686.1440000000002,2686.1440000000002,0,0,134.3,132.43,Quintana Roo
9598,2686.1440000000002,2686.1440000000002,0,0,206.86,204.26,Quintana Roo
9599,2686.1440000000002,2686.1440000000002,1,2,58.58,55.92,Jalisco
9600,2686.1440000000002,2686.1440000000002,0,0,167.32,165.43,Quintana Roo
9601,2686.1440000000002,2686.1440000000002,0,0,197.48,196.16,Quintana Roo
9602,2686.1440000000002,2686.1440000000002,0,0,99.53,30.87,Quintana Roo
9603,2686.1440000000002,2686.1440000000002,0,0,174.75,173.64,Quintana Roo
9604,2686.1440000000002,2686.1440000000002,0,0,101.05,99.81,Quintana Roo
9605,2686.1440000000002,2686.1440000000002,0,0,131.99,129.9,Quintana Roo
9606,2686.1440000000002,2686.1440000000002,0,0,60.64,57.88,Quintana Roo
9607,2686.1440000000002,2686.1440000000002,0,0,134.69,132.29,Quintana Roo
9608,2686.1440000000002,2686.1440000000002,1,0,95.89,94.59,Quintana Roo
9609,2686.1440000000002,2686.1440000000002,0,0,108.71,106.33,Quintana Roo
9610,2686.1440000000002,2686.1440000000002,0,0,128.17,127.11,Quintana Roo
9611,2686.1440000000002,2686.1440000000002,0,0,134.33,132.44,Quintana Roo
9612,2686.1440000000002,2686.1440000000002,0,0,156.36,153.14,Jalisco
9613,2686.1440000000002,2686.1440000000002,1,0,174.16,168.58,Quintana Roo
9614,2686.1440000000002,2686.1440000000002,0,1,149.86,147.34,Quintana Roo
9615,2686.1440000000002,2686.1440000000002,0,0,96.52,93.8,Quintana Roo
9616,2686.1440000000002,2686.1440000000002,0,0,116.61,114.77,Quintana Roo
9617,2686.1440000000002,2686.1440000000002,0,0,116.21,114.82,Quintana Roo
9618,2686.1440000000002,2686.1440000000002,1,0,97.33,92.43,Jalisco
9619,2686.1440000000002,2686.1440000000002,0,0,68.22,66.92,Quintana Roo
9620,2686.1440000000002,2686.1440000000002,0,0,89.87,88.35,Quintana Roo
9621,2686.1440000000002,2686.1440000000002,0,0,98.73,98.81,Jalisco
9622,2686.1440000000002,2686.1440000000002,1,1,127.34,126.59,Quintana Roo
9623,2686.1440000000002,2686.1440000000002,0,0,171.76,170.7,Quintana Roo
9624,2686.1440000000002,2686.1440000000002,1,0,238.02,231.95,Quintana Roo
9625,2686.1440000000002,2686.1440000000002,0,0,105.69,104.08,Quintana Roo
9626,2686.1440000000002,2686.1440000000002,0,0,165.94,163.09,Quintana Roo
9627,2686.1440000000002,2686.1440000000002,0,1,129.03,125.53,Jalisco
9628,2686.1440000000002,2686.1440000000002,1,2,69.79,66.0,Jalisco
9629,2686.1440000000002,2686.1440000000002,0,0,165.88,163.67,Quintana Roo
9630,2686.1440000000002,2686.1440000000002,0,0,35.51,35.03,Quintana Roo
9631,2686.1440000000002,2686.1440000000002,1,0,49.52,48.66,Quintana Roo
9632,2686.1440000000002,2686.1440000000002,1,0,172.13,167.15,Quintana Roo
9633,2686.1440000000002,2686.1440000000002,0,0,95.08,93.78,Quintana Roo
9634,2686.1440000000002,2686.1440000000002,0,0,129.5,128.65,Jalisco
9635,2686.1440000000002,2686.1440000000002,0,0,105.14,103.51,Quintana Roo
9636,2686.1440000000002,2686.1440000000002,0,0,156.52,155.3,Quintana Roo
9637,2686.1440000000002,2686.1440000000002,0,0,124.13,122.13,Quintana Roo
9638,2686.1440000000002,2686.1440000000002,0,0,75.16,71.51,Quintana Roo
9639,2686.1440000000002,2686.1440000000002,0,0,131.93,131.12,Quintana Roo
9640,2686.1440000000002,2686.1440000000002,0,0,130.9,130.05,Quintana Roo
9641,2686.1440000000002,2686.1440000000002,0,0,88.04,86.9,Quintana Roo
9642,2686.1440000000002,2686.1440000000002,2,3,120.06,121.28,Quintana Roo
9643,2686.1440000000002,2686.1440000000002,0,0,158.54,158.24,Quintana Roo
9644,2686.1440000000002,2686.1440000000002,0,0,141.18,140.34,Quintana Roo
9645,2686.1440000000002,2686.1440000000002,2,2,130.58,130.81,Quintana Roo
9646,2686.1440000000002,2686.1440000000002,0,0,19.64,15.64,Quintana Roo
9647,2686.1440000000002,2686.1440000000002,0,0,153.69,153.14,Quintana Roo
9648,2686.1440000000002,2686.1440000000002,0,0,109.27,107.48,Quintana Roo
9649,2686.1440000000002,2686.1440000000002,0,0,165.91,166.21,Jalisco
9650,2686.1440000000002,2686.1440000000002,0,0,106.55,104.4,Quintana Roo
9651,2686.1440000000002,2686.1440000000002,1,1,351.96,346.71,Quintana Roo
9652,2686.1440000000002,2686.1440000000002,0,0,205.78,198.88,Quintana Roo
9653,2686.1440000000002,2686.1440000000002,0,0,146.74,144.53,Quintana Roo
9654,2686.1440000000002,2686.1440000000002,0,0,206.61,204.23,Quintana Roo
9655,2686.1440000000002,2686.1440000000002,0,0,185.9,184.49,Quintana Roo
9656,2686.1440000000002,2686.1440000000002,0,0,119.39,118.06,Quintana Roo
9657,2686.1440000000002,2686.1440000000002,0,0,98.07,95.74,Quintana Roo
9658,2686.1440000000002,2686.1440000000002,0,0,197.0,180.47,Quintana Roo
9659,2686.1440000000002,2686.1440000000002,0,0,130.92,131.07,Quintana Roo
9660,2686.1440000000002,2686.1440000000002,0,0,120.44,122.51,Quintana Roo
9661,2686.1440000000002,2686.1440000000002,0,0,427.17,425.82,Quintana Roo
9662,2686.1440000000002,2686.1440000000002,0,0,144.67,143.8,Quintana Roo
9663,2686.1440000000002,2686.1440000000002,1,0,138.81,130.88,Quintana Roo
9664,2686.1440000000002,2686.1440000000002,0,0,119.72,118.93,Quintana Roo
9665,2686.1440000000002,2686.1440000000002,0,0,142.88,141.06,Quintana Roo
9666,2686.1440000000002,2686.1440000000002,0,0,34.24,28.92,Quintana Roo
9667,2686.1440000000002,2686.1440000000002,0,0,425.77,418.51,Quintana Roo
9668,2686.1440000000002,2686.1440000000002,0,0,52.64,49.14,Quintana Roo
9669,2686.1440000000002,2686.1440000000002,0,0,144.93,144.02,Quintana Roo
9670,2686.1440000000002,2686.1440000000002,0,0,159.47,160.3,Quintana Roo
9671,2686.1440000000002,2686.1440000000002,0,0,158.81,157.93,Quintana Roo
9672,2686.1440000000002,2686.1440000000002,0,1,12.5,8.47,Jalisco
9673,2686.1440000000002,2686.1440000000002,0,0,137.84,136.08,Quintana Roo
9674,2686.1440000000002,2686.1440000000002,0,0,126.16,124.57,Quintana Roo
9675,2686.1440000000002,2686.1440000000002,0,0,155.49,154.35,Quintana Roo
9676,2686.1440000000002,2686.1440000000002,1,0,179.58,176.4,Quintana Roo
9677,2686.1440000000002,2686.1440000000002,1,1,69.82,69.5,Quintana Roo
9678,2686.1440000000002,2686.1440000000002,0,1,339.22,335.01,Quintana Roo
9679,2686.1440000000002,2686.1440000000002,2,3,117.75,119.69,Quintana Roo
9680,2686.1440000000002,2686.1440000000002,0,0,103.45,101.79,Quintana Roo
9681,2686.1440000000002,2686.1440000000002,2,3,132.77,127.42,Distrito Federal
9682,2686.1440000000002,2686.1440000000002,0,0,88.06,85.68,Quintana Roo
9683,2686.1440000000002,2686.1440000000002,0,0,224.21,223.11,Quintana Roo
9684,2686.1440000000002,2686.1440000000002,1,0,110.22,106.31,Jalisco
9685,2686.1440000000002,2686.1440000000002,0,0,117.32,114.4,Quintana Roo
9686,2686.1440000000002,2686.1440000000002,0,0,176.89,175.94,Puebla
9687,2686.1440000000002,2686.1440000000002,0,0,151.53,149.46,Quintana Roo
9688,2686.1440000000002,2686.1440000000002,0,1,299.87,306.86,Quintana Roo
9689,2686.1440000000002,2686.1440000000002,0,0,139.76,137.36,Quintana Roo
9690,2686.1440000000002,2686.1440000000002,0,0,150.02,148.21,Jalisco
9691,2686.1440000000002,2686.1440000000002,0,1,112.71,111.43,Quintana Roo
9692,2686.1440000000002,2686.1440000000002,0,0,92.31,92.1,Quintana Roo
9693,2686.1440000000002,2686.1440000000002,0,0,103.53,100.76,Quintana Roo
9694,2686.1440000000002,2686.1440000000002,0,0,89.75,84.97,Quintana Roo
9695,2686.1440000000002,2686.1440000000002,1,0,119.63,115.09,Quintana Roo
9696,2686.1440000000002,2686.1440000000002,0,0,96.82,93.51,Quintana Roo
9697,2686.1440000000002,2686.1440000000002,1,1,114.76,111.66,Quintana Roo
9698,2686.1440000000002,2686.1440000000002,1,2,104.13,104.34,Jalisco
9699,2686.1440000000002,2686.1440000000002,0,0,122.52,118.32,Quintana Roo
9700,2686.1440000000002,2686.1440000000002,0,0,140.36,138.63,Quintana Roo
9701,2686.1440000000002,2686.1440000000002,0,0,128.6,127.21,Quintana Roo
9702,2686.1440000000002,2686.1440000000002,0,0,112.78,111.55,Quintana Roo
9703,2686.1440000000002,2686.1440000000002,0,0,81.54,79.15,Quintana Roo
9704,2686.1440000000002,2686.1440000000002,1,0,154.72,150.74,Quintana Roo
9705,2686.1440000000002,2686.1440000000002,0,0,74.5,73.0,Quintana Roo
9706,2686.1440000000002,2686.1440000000002,0,0,184.67,183.5,Quintana Roo
9707,2686.1440000000002,2686.1440000000002,0,0,106.07,106.68,Jalisco
9708,2686.1440000000002,2686.1440000000002,1,0,175.85,173.16,Quintana Roo
9709,2686.1440000000002,2686.1440000000002,0,0,113.81,113.05,Quintana Roo
9710,2686.1440000000002,2686.1440000000002,0,0,177.24,175.07,Quintana Roo
9711,2686.1440000000002,2686.1440000000002,0,0,120.9,121.15,Quintana Roo
9712,2686.1440000000002,2686.1440000000002,0,0,202.38,199.79,Quintana Roo
9713,2686.1440000000002,2686.1440000000002,0,0,71.23,65.78,Quintana Roo
9714,2686.1440000000002,2686.1440000000002,0,0,81.46,80.94,Quintana Roo
9715,2686.1440000000002,2686.1440000000002,0,0,58.62,54.8,Quintana Roo
9716,2686.1440000000002,2686.1440000000002,0,0,70.47,69.3,Quintana Roo
9717,2686.1440000000002,2686.1440000000002,0,0,154.48,151.7,Quintana Roo
9718,2686.1440000000002,2686.1440000000002,1,0,31.63,29.33,Quintana Roo
9719,2686.1440000000002,2686.1440000000002,0,0,62.44,61.67,Quintana Roo
9720,2686.1440000000002,2686.1440000000002,0,0,117.0,116.3,Quintana Roo
9721,2686.1440000000002,2686.1440000000002,0,0,89.0,87.92,Quintana Roo
9722,2686.1440000000002,2686.1440000000002,0,0,139.91,138.3,Quintana Roo
9723,2686.1440000000002,2686.1440000000002,1,1,123.4,121.96,Quintana Roo
9724,2686.1440000000002,2686.1440000000002,0,0,116.69,113.63,Quintana Roo
9725,2686.1440000000002,2686.1440000000002,0,0,136.59,137.31,Quintana Roo
9726,2686.1440000000002,2686.1440000000002,0,0,85.2,85.69,Quintana Roo
9727,2686.1440000000002,2686.1440000000002,0,0,157.86,158.7,Quintana Roo
9728,2686.1440000000002,2686.1440000000002,0,0,84.15,81.04,Quintana Roo
9729,2686.1440000000002,2686.1440000000002,1,0,72.62,70.72,Quintana Roo
9730,2686.1440000000002,2686.1440000000002,0,0,91.24,89.7,Quintana Roo
9731,2686.1440000000002,2686.1440000000002,1,1,145.13,145.49,Quintana Roo
9732,2686.1440000000002,2686.1440000000002,0,0,117.18,115.66,Quintana Roo
